ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,LandSize,Age,Latitude,Longitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average,closest_primary_school,distance_to_closest_primary,primary_school_ranking,closest_secondary_school,distance_to_closest_secondary,secondary_school_ranking
ID447819237,3 McArthurs Rd,SOUTH MORANG,597000.0,h,19/08/2017,5,3.0,2.0,582.0,19.0,-37.62292,145.09507,52160,205.26,54.33,False,101.67,251.33,18.67,Mernda Park Primary School,1003.62,not ranked,Mernda Central P-12 College,2097.14,not ranked
ID814226762,1/18 Duffy St,RESERVOIR,376000.0,u,16/04/2016,2,1.0,1.0,104.0,49.0,-37.7104,145.0076,20009,325.71,35.2,False,824.67,1890.33,159.33,Reservoir Primary School,135.04,not ranked,William Ruthven Secondary College,1586.81,not ranked
ID409630133,17 McCormack Cr,HOPPERS CROSSING,723000.0,h,16/09/2017,4,2.0,2.0,872.0,26.0,-37.87217,144.68746000000004,19922,1713.02,32.14,False,512.0,1119.67,175.67,St Peter Apostle School,372.07,not ranked,Hoppers Crossing Secondary College,701.98,not ranked
ID437091564,37 Huntley St,WATSONIA NORTH,790000.0,h,8/07/2017,3,1.0,2.0,527.0,22.0,-37.70039000000001,145.08957,19984,1281.69,37.67,False,281.67,524.33,75.33,St Mary's School,384.48,159,Loyola College,847.44,206
ID831548745,54 Linacre Rd,HAMPTON,2000000.0,h,10/09/2016,4,3.0,4.0,615.0,94.0,-37.9429,145.0072,19949,743.87,31.5,False,1683.67,8938.67,509.33,Sandringham Primary School,558.15,353,St Leonard's College,1588.69,43
ID208708773,192 Wood St,PRESTON,870000.0,h,27/11/2016,4,1.0,2.0,400.0,129.0,-37.7346,145.0164,20011,1383.94,31.2,False,659.0,5219.33,338.33,Holy Name School,519.54,463,Northern College of the Arts and Technology,997.22,not ranked
ID800114660,58 Champion St,BRIGHTON,2640000.0,h,26/07/2016,4,2.0,2.0,848.0,44.0,-37.9234,145.0042,19951,1152.38,26.5,False,2744.33,10289.67,780.0,St Leonard's College,652.54,33,St Leonard's College,652.54,43
ID463385272,1 Flinders St,KEILOR PARK,821000.0,h,26/08/2017,3,1.0,2.0,581.0,44.0,-37.72282,144.85681,20002,5566.79,31.38,False,1021.67,5132.0,325.0,Penleigh & Essendon Grammar School,1580.51,126,Penleigh & Essendon Grammar School,1580.51,not ranked
ID732385024,49 Albion St,ESSENDON,1134000.0,h,17/09/2016,3,1.0,1.0,551.0,69.0,-37.7571,144.9335,20037,1527.6,24.0,False,334.67,1407.67,88.33,Moonee Ponds Primary School,696.2,225,Lowther Hall Anglican Grammar School,1660.11,not ranked
ID866908408,15/2 Redan St,ST KILDA,517500.0,u,1/07/2017,1,1.0,0.0,980.0,99.0,-37.85954,144.98869,19957,486.93,15.5,False,1412.0,6364.0,699.33,St Michael's Grammar School,251.18,275,St Michael's Grammar School,251.18,58
ID901240672,6 Parklea Ct,MILL PARK,556500.0,h,3/06/2017,3,1.0,2.0,526.0,34.0,-37.67561,145.05641,45795,3089.68,49.22,False,1508.33,6073.0,553.67,Mill Park Primary School,841.96,not ranked,Mill Park Secondary College,1416.63,484
ID573028755,46A Collins St,ST ALBANS,460000.0,t,17/06/2017,3,1.0,1.0,160.0,19.0,-37.73915,144.80289,20002,683.14,31.38,False,1479.33,4398.67,502.0,Sacred Heart School,297.97,66,Catholic Regional College,336.1,236
ID393971117,5/6 Ulupna Rd,ORMOND,640000.0,u,27/05/2017,2,1.0,1.0,0.0,99.0,-37.90323,145.04286000000005,19941,285.17,32.15,False,298.0,735.0,154.0,St Kevin's School,379.69,130,Kilvington Grammar School,437.61,37
ID329194058,270 West St,GLENROY,675000.0,h,8/07/2017,2,2.0,1.0,248.0,8.0,-37.69705,144.94218999999995,19961,1524.01,39.0,False,1841.67,9184.67,533.33,Belle Vue Park Primary School,486.71,not ranked,Glenroy Private,1141.44,not ranked
ID956684399,4/1 Nangnak La,MONT ALBERT,660000.0,t,14/05/2016,2,2.0,1.0,146.0,89.0,-37.8157,145.1101,19896,577.54,28.79,False,278.0,489.0,65.0,Mont Albert Primary School,711.01,135,Box Hill Senior Secondary College,736.13,not ranked
ID418060283,533 Sayers Rd,HOPPERS CROSSING,1305000.0,h,3/06/2017,4,2.0,0.0,4606.0,22.0,-37.84931,144.6942,47648,1908.72,32.09,False,512.0,1119.67,175.67,St Francis of Assisi Catholic Primary School,371.9,not ranked,Thomas Carr College,714.01,377
ID582289799,15 Wallace St,BRUNSWICK WEST,1000000.0,h,24/09/2016,4,1.0,1.0,589.0,84.0,-37.7628,144.9459,19967,1312.55,27.33,False,958.67,5673.0,628.0,St Joseph's School,262.84,113,Brunswick Secondary College,1206.42,211
ID673150586,57 Blazey Rd,CROYDON SOUTH,800000.0,h,27/05/2017,3,1.0,2.0,865.0,69.0,-37.81263,145.27588,19878,1958.34,45.77,False,294.67,840.67,110.67,Dorset Primary School,912.94,434,Croydon Community School,1604.15,547
ID409088954,268 Wright St,SUNSHINE WEST,601000.0,h,11/03/2017,4,1.0,4.0,520.0,22.0,-37.7942,144.8112,20020,1471.34,21.33,False,2532.33,5455.0,713.0,Glengala Primary School,589.57,not ranked,Marian College,847.09,not ranked
ID975831451,27 Busch St,WEST FOOTSCRAY,990000.0,h,19/08/2017,4,2.0,2.0,501.0,59.0,-37.79591,144.87595,20023,1054.1,19.4,False,298.0,735.0,154.0,Footscray West Primary School,130.73,399,Footscray City College,1677.74,166
ID505255216,18 Albert Pl,DINGLEY VILLAGE,802000.0,t,15/07/2017,3,2.0,2.0,251.0,21.0,-37.98146,145.11715,19864,3807.97,47.07,False,3327.0,11071.67,1069.33,Kingswood Primary School,607.67,409,Parkdale Secondary College,2296.44,234
ID211327855,1/17 Tennyson St,BRIGHTON,700000.0,u,8/10/2016,2,1.0,1.0,0.0,67.0,-37.9225,144.9891,19950,443.55,28.5,False,2744.33,10289.67,780.0,St Joan of Arc School,517.07,95,Brighton Grammar School,1326.3,46
ID459800624,12/25 Byron St,NORTH MELBOURNE,410000.0,u,7/11/2016,1,1.0,1.0,1045.0,8.0,-37.802,144.9516,19973,1008.81,6.25,False,71.0,261.0,20.0,North Melbourne Primary School,373.41,182,Simonds Catholic College,456.22,262
ID429104371,9 Esther St,TEMPLESTOWE LOWER,1053000.0,h,24/09/2016,3,1.0,1.0,726.0,59.0,-37.7656,145.1017,19935,3732.15,29.82,False,2403.67,5212.33,586.67,Templestowe Valley Primary School,874.76,313,Templestowe College,1824.66,307
ID590368099,164 Gower St,PRESTON,900000.0,h,3/09/2016,4,2.0,1.0,530.0,79.0,-37.7416,145.016,20012,1400.9,28.3,False,659.0,5219.33,338.33,Preston South Primary School,1026.39,not ranked,Northern College of the Arts and Technology,842.42,not ranked
ID829972305,2/51 Cary St,SUNSHINE NORTH,429000.0,u,8/07/2017,2,1.0,1.0,150.0,69.0,-37.76941,144.82385,20004,920.63,26.38,False,1412.0,6364.0,699.33,Albion North Primary School,814.52,not ranked,Braybrook College,2305.15,139
ID214526842,19 Clarendon St,AVONDALE HEIGHTS,730000.0,h,25/02/2017,3,2.0,2.0,705.0,26.0,-37.766,144.8596,20004,3333.33,26.38,False,1672.67,10063.67,646.33,Avondale Primary School,170.65,326,Braybrook College,1728.66,139
ID674036138,25 Carlyle St,MAIDSTONE,676500.0,h,8/10/2016,3,2.0,1.0,250.0,59.0,-37.7905,144.8762,20023,1492.96,19.4,False,610.0,1743.67,228.0,Footscray West Primary School,493.0,399,Footscray City College,1568.29,166
ID331373124,42 Denys St,FAWKNER,712000.0,h,3/06/2017,3,1.0,2.0,603.0,59.0,-37.70037,144.97007,19961,986.67,39.0,False,1253.67,7401.33,484.67,St Matthew's School,309.15,not ranked,John Fawkner Secondary College,304.49,not ranked
ID185799000,136 Kilby Rd,KEW EAST,1402000.0,h,22/04/2017,3,2.0,2.0,422.0,69.0,-37.7927,145.056,19932,2505.01,26.0,False,288.0,712.0,75.67,St Anne's School,620.64,293,Kew High School,720.62,124
ID646909846,97 Murray Rd,PRESTON,550000.0,h,14/05/2016,3,1.0,1.0,405.0,69.0,-37.7396,145.0175,20012,1498.13,28.3,False,659.0,5219.33,338.33,Holy Name School,1043.88,463,Northern College of the Arts and Technology,694.93,not ranked
ID640878686,27 Nungerner St,BALWYN,2130000.0,h,7/05/2016,4,2.0,2.0,664.0,49.0,-37.8055,145.0699,19892,2275.2,21.79,False,925.67,4701.33,308.67,Deepdene Primary School,816.44,42,Balwyn High School,1043.46,44
ID608433812,79 Darebin Bvd,RESERVOIR,622500.0,h,17/09/2016,3,1.0,1.0,456.0,59.0,-37.7038,145.0281,20009,1699.01,35.2,False,824.67,1890.33,159.33,Reservoir Views Primary School,510.55,not ranked,Reservoir High School,2060.07,346
ID809803189,15 Bayview Tce,ASCOT VALE,1150000.0,h,18/03/2017,2,1.0,1.0,387.0,80.0,-37.7734,144.9191,20039,319.89,20.0,False,2494.67,11307.0,1410.0,Ascot Vale Primary School,626.06,249,Lowther Hall Anglican Grammar School,1545.15,not ranked
ID324499481,22A Cobden St,SOUTH MELBOURNE,930000.0,h,11/02/2017,2,1.0,0.0,115.0,119.0,-37.8345,144.9685,19854,1807.81,3.18,False,1245.0,3886.0,447.67,Melbourne Grammar School,762.2,79,MacRobertson Girls High School,333.42,not ranked
ID476435430,210/10 Hillingdon Pl,PRAHRAN,510000.0,u,23/04/2016,2,1.0,1.0,0.0,20.0,-37.8513,144.9943,19958,437.77,13.5,False,659.0,5219.33,338.33,Windsor Primary School,678.75,not ranked,Prahran High School,295.95,not ranked
ID945396520,2 Buckingham St,FOOTSCRAY,747000.0,h,16/07/2016,3,1.0,1.0,246.0,79.0,-37.8012,144.8924,20024,166.6,17.4,False,1923.67,8979.33,620.33,Footscray Primary School,314.47,not ranked,Gilmore College For Girls,320.26,387
ID196906675,39 Dudley St,FOOTSCRAY,900000.0,h,10/12/2016,2,1.0,0.0,210.0,119.0,-37.7969,144.88299999999995,20023,583.43,19.4,False,1923.67,8979.33,620.33,St John's School,229.1,489,Gilmore College For Girls,1073.74,387
ID809506160,1C Kardinia Rd,GLEN IRIS,1770000.0,h,3/09/2017,4,3.0,2.0,276.0,119.0,-37.8616,145.06801000000004,19848,1172.54,30.67,False,2047.67,9171.0,742.33,Glen Iris Primary School,223.7,120,Korowa Anglican Girls' School,1175.39,13
ID482917557,23/350 Toorak Rd,SOUTH YARRA,1235000.0,u,1/07/2017,3,2.0,1.0,0.0,19.0,-37.84024,145.00038999999995,19947,508.23,16.21,False,1245.0,3886.0,447.67,Toorak Primary School,994.99,83,Melbourne High School,585.92,2
ID970790905,4 Erica St,WINDSOR,1350000.0,h,27/11/2016,2,1.0,2.0,181.0,49.0,-37.8549,145.0006,19957,763.64,15.5,False,1002.67,4068.0,328.33,Windsor Primary School,507.51,not ranked,Christian Brothers' College St Kilda,589.15,not ranked
ID643324118,6 Forsyth Ct,NARRE WARREN,655000.0,h,12/08/2017,4,2.0,2.0,638.0,4.0,-38.01706,145.29076,19884,1665.42,58.0,False,938.33,6892.67,553.33,Fountain Gate Primary School,934.9,not ranked,Fountain Gate Secondary College,1266.77,not ranked
ID657259696,7 McLachlan St,NORTHCOTE,2315000.0,h,18/03/2017,3,1.0,2.0,899.0,59.0,-37.7822,144.9935,20019,148.54,18.3,False,142.0,344.67,39.33,Merri Creek Primary School,792.98,191,Fitzroy High School,609.87,248
ID737249134,70 McCrae Rd,ROSANNA,780000.0,h,11/02/2017,3,1.0,2.0,627.0,49.0,-37.7367,145.0797,19936,1377.63,31.75,False,885.0,1901.0,227.67,St Martin of Tours School,293.14,384,Viewbank College,786.36,96
ID919628085,1/80 Delaware St,RESERVOIR,615000.0,t,20/05/2017,2,1.0,1.0,202.0,12.0,-37.7199,145.0091,20010,383.38,34.2,False,885.0,1901.0,227.67,St Gabriel's School,408.17,not ranked,Reservoir High School,1839.05,346
ID404516026,20 Hope Pl,SEABROOK,640000.0,h,8/07/2017,3,2.0,2.0,531.0,29.0,-37.87899,144.75625,46468,1276.85,28.13,False,394.33,1153.67,165.33,Seabrook Primary School,145.82,298,Carranballac P-9 College,1318.14,not ranked
ID125425316,3/14 Moffatt Cr,HOPPERS CROSSING,315000.0,u,26/08/2017,2,1.0,1.0,150.0,34.0,-37.87715,144.69863,19922,711.89,32.14,False,512.0,1119.67,175.67,Mossfiel Primary School,524.01,not ranked,Hoppers Crossing Secondary College,719.7,not ranked
ID520267259,1/125 Riversdale Rd,HAWTHORN,697000.0,u,27/05/2017,2,1.0,1.0,0.0,17.0,-37.82887,145.03676000000004,19904,824.58,15.67,False,1173.67,8523.67,974.67,St Joseph's School,343.69,113,Scotch College,686.19,31
ID703829706,111 Hanson Rd,CRAIGIEBURN,600000.0,h,23/09/2017,4,2.0,2.0,630.0,16.0,-37.58905,144.93658,40221,1540.51,49.0,False,1288.33,4242.33,480.0,Craigieburn Primary School,761.59,not ranked,Mount Ridley P-12 College,1517.36,432
ID579871314,10 Helvetia Ct,FRANKSTON,690000.0,h,19/08/2017,3,2.0,2.0,595.0,48.0,-38.16135,145.13374,19855,2148.72,68.82,False,517.33,2973.0,288.67,Overport Primary School,600.1,not ranked,Frankston High School,420.13,87
ID227887354,4 Lord St,FAWKNER,585000.0,h,6/08/2016,3,1.0,1.0,605.0,59.0,-37.6985,144.9615,19961,335.06,39.0,False,1144.33,6845.67,375.67,St Matthew's School,569.48,not ranked,John Fawkner Secondary College,1025.72,not ranked
ID606565508,8 Darwin Rd,BORONIA,775000.0,h,8/07/2017,3,1.0,2.0,720.0,49.0,-37.86126,145.25808,19869,2313.58,48.18,False,59.0,124.0,5.33,Knox Central Primary School,273.11,not ranked,Fairhills High School,1332.9,406
ID135875589,67 Charles St,NORTHCOTE,1100000.0,h,20/05/2017,2,1.0,1.0,189.0,49.0,-37.7767,144.9924,20017,137.22,19.3,False,142.0,344.67,39.33,Merri Creek Primary School,442.15,191,Northcote High School,369.3,178
ID548686518,9 Rosebud Pde,VIEWBANK,1080000.0,h,4/03/2017,4,1.0,2.0,676.0,49.0,-37.7389,145.0861,19936,1811.97,31.75,False,647.0,2861.33,222.67,Viewbank Primary School,576.84,238,Viewbank College,259.2,96
ID649829661,43 Bloomfield Rd,ASCOT VALE,1430000.0,h,22/05/2016,4,2.0,0.0,418.0,119.0,-37.7766,144.9187,20039,310.07,20.0,False,2489.67,11817.33,1268.67,Ascot Vale Primary School,700.3,249,Kensington Community High School,1396.73,not ranked
ID206423147,71A Price St,ESSENDON,935000.0,t,27/11/2016,3,2.0,2.0,247.0,49.0,-37.7462,144.8949,20037,2169.5,24.0,False,334.67,1407.67,88.33,St John Bosco's School,589.31,not ranked,Buckley Park College,271.24,123
ID719753615,10/270 Williams Rd,TOORAK,350000.0,u,22/07/2017,1,1.0,1.0,0.0,49.0,-37.84157,145.00468999999995,19947,404.04,16.21,False,647.0,2861.33,222.67,Toorak Primary School,602.33,83,Melbourne High School,978.73,2
ID132954111,21 Ardyne St,MURRUMBEENA,1610000.0,h,15/10/2016,4,2.0,2.0,660.0,99.0,-37.8932,145.0681,19919,340.16,25.38,False,268.33,736.0,128.33,Murrumbeena Primary School,808.42,80,Oakleigh Grammar,1327.64,270
ID547332161,71 Church St,KEILOR,1125000.0,h,26/08/2017,4,2.0,4.0,556.0,41.0,-37.72026,144.83143,20001,3467.22,34.38,False,318.33,497.0,140.67,Keilor Primary School,530.91,not ranked,Overnewton Anglican Community College,1689.55,not ranked
ID463511236,328 Milleara Rd,AVONDALE HEIGHTS,605000.0,h,27/11/2016,4,1.0,0.0,569.0,24.0,-37.7563,144.8601,20004,3918.12,26.38,False,1654.0,9119.67,550.0,St Martin de Porres School,276.1,not ranked,Essendon Keilor College,2031.49,460
ID964095619,4/47 Middle Rd,MARIBYRNONG,420000.0,u,25/02/2017,2,1.0,1.0,0.0,49.0,-37.7678,144.8899,20038,2585.39,22.0,False,717.33,1763.0,318.67,St Margaret's Primary School,142.11,216,Maribyrnong Secondary College,1312.92,not ranked
ID879599046,47 Warburton Rd,CANTERBURY,1680000.0,h,17/09/2016,3,2.0,1.0,325.0,109.0,-37.826,145.0729,19892,414.28,21.79,False,3703.67,18944.0,2039.33,Strathcona Baptist Girls' Grammar,745.6,69,Camberwell High School,462.13,112
ID455947752,2/13 Radio St,MAIDSTONE,600000.0,t,28/08/2016,2,2.0,1.0,145.0,7.0,-37.7801,144.869,20022,2197.36,21.4,False,610.0,1743.67,228.0,Christ the King Primary School,1040.52,not ranked,Maribyrnong Secondary College,1693.82,not ranked
ID695068451,11 Warncliffe Rd,IVANHOE EAST,2150000.0,h,7/05/2016,3,2.0,2.0,1232.0,59.0,-37.7767,145.0592,19933,1491.17,26.06,False,87.33,252.0,37.0,Ivanhoe East Primary School,236.26,311,Ivanhoe Grammar School,1376.67,57
ID717455233,2/6 Carling Ct,ALTONA MEADOWS,440500.0,u,15/07/2017,3,1.0,1.0,205.0,29.0,-37.88995,144.78505,19923,3120.24,26.52,False,990.0,3070.0,411.0,Altona Green Primary School,353.85,not ranked,Saltwater P-9 College,2710.43,not ranked
ID378491006,149 Augustine Tce,GLENROY,447500.0,h,15/10/2016,3,1.0,1.0,320.0,19.0,-37.6949,144.9122,20031,322.57,38.0,False,1683.67,8938.67,509.33,Glenroy West Primary School,1171.21,not ranked,Penola Catholic College,948.72,361
ID525675133,173 MacPherson St,CARLTON NORTH,1301000.0,h,10/12/2016,2,1.0,0.0,133.0,10.0,-37.786,144.9704,19969,1599.83,24.33,False,3703.67,18944.0,2039.33,Carlton North Primary School,609.28,218,Princes Hill Secondary College,549.38,not ranked
ID744397106,116 Leicester St,FITZROY,800000.0,h,27/06/2016,2,2.0,1.0,64.0,24.0,-37.7956,144.9804,19975,1297.88,13.24,False,334.67,1407.67,88.33,Fitzroy Primary School,456.19,not ranked,Academy of Mary Immaculate,1045.42,144
ID850196199,39 Flinders St,KEILOR PARK,700000.0,h,8/07/2017,3,1.0,1.0,590.0,49.0,-37.7219,144.85239,20001,5229.01,34.38,False,1021.67,5132.0,325.0,Keilor Primary School,1571.31,not ranked,Penleigh & Essendon Grammar School,1949.29,not ranked
ID151796245,11/140 Riversdale Rd,HAWTHORN,292000.0,u,7/11/2016,1,1.0,0.0,0.0,53.0,-37.8294,145.0382,19904,896.57,15.67,False,1150.67,7827.0,922.33,St Joseph's School,472.99,113,Scotch College,723.58,31
ID708774716,30 Chauvel St,BENTLEIGH EAST,750000.0,h,17/09/2016,3,2.0,1.0,337.0,9.0,-37.9115,145.0844,19917,1285.39,29.35,False,925.67,4701.33,308.67,Hughesdale Primary School,865.86,221,Sacred Heart Girls' College,1049.83,93
ID231565141,5 Aspera Pl,CRANBOURNE NORTH,670000.0,h,8/07/2017,4,2.0,2.0,612.0,129.0,-38.07898,145.3165,19886,3889.73,62.22,False,356.0,741.33,78.0,Tulliallan Primary School,993.18,234,Alkira Secondary College,943.27,328
ID488079633,2/8 Thomas St,PORT MELBOURNE,880000.0,h,10/12/2016,2,1.0,2.0,163.0,39.0,-37.8359,144.9358,22180,2425.43,0.0,False,659.0,5219.33,338.33,Port Melbourne Primary School,186.24,325,Albert Park College,1418.82,131
ID647472645,4/20 Mercer Rd,ARMADALE,1780000.0,h,10/12/2016,2,2.0,2.0,0.0,44.0,-37.8537,145.0267,19945,716.92,19.21,False,2489.67,11817.33,1268.67,Lauriston Girls' School,209.17,30,Lauriston Girls' School,209.17,not ranked
ID342390969,21 Compton St,CANTERBURY,2950000.0,h,10/12/2016,4,2.0,3.0,812.0,92.0,-37.8323,145.0842,19893,908.42,23.77,False,3703.67,18944.0,2039.33,Canterbury Primary School,175.42,43,Siena College Ltd,208.32,not ranked
ID605318773,25 Coppin La,CAROLINE SPRINGS,870000.0,h,12/08/2017,4,2.0,2.0,463.0,7.0,-37.73531,144.74335,52011,3575.52,27.8,False,1288.33,4242.33,480.0,Creekside K-9 College,477.43,not ranked,Creekside K-9 College,477.43,not ranked
ID122534057,674 Victoria St,NORTH MELBOURNE,1266000.0,h,19/11/2016,2,1.0,0.0,161.0,59.0,-37.8043,144.9437,19973,295.21,6.25,False,71.0,261.0,20.0,North Melbourne Primary School,869.66,182,Simonds Catholic College,828.8,262
ID927403846,3/83 Mitchell St,MAIDSTONE,895000.0,t,1/07/2017,3,2.0,2.0,262.0,15.0,-37.78284,144.88098,20023,2145.85,19.4,False,717.33,1763.0,318.67,Footscray North Primary School,585.26,235,Maribyrnong Secondary College,737.74,not ranked
ID971272681,1/4 Southey Ct,ELWOOD,670000.0,u,3/09/2017,2,1.0,0.0,643.0,69.0,-37.87571,144.98702,19955,722.3,19.5,False,1666.0,9333.67,523.0,Yesodei HaTorah College,415.39,277,Yesodei HaTorah College,415.39,38
ID745057514,274 Station St,THOMASTOWN,931000.0,h,9/09/2017,6,3.0,3.0,646.0,54.0,-37.67522,145.01554,20007,580.46,40.22,False,502.67,1662.67,118.67,St Luke's School,429.51,not ranked,Peter Lalor Secondary College,949.05,not ranked
ID692234480,8 Campbell St,KEW,1528500.0,h,4/03/2017,3,1.0,1.0,375.0,89.0,-37.8015,145.0505,19903,2362.1,17.9,False,288.0,712.0,75.67,Kew East Primary School,572.03,127,Genazzano FCJ College,952.84,not ranked
ID931119268,127 Deakin St,ESSENDON,1280000.0,h,12/08/2017,2,1.0,1.0,512.0,89.0,-37.74121,144.89273,20036,2571.3,27.0,False,330.33,1855.0,82.0,St John Bosco's School,424.72,not ranked,Buckley Park College,792.48,123
ID922920241,61 Evans St,BRUNSWICK,1105000.0,h,11/02/2017,2,1.0,1.0,147.0,129.0,-37.7702,144.9692,19968,889.82,25.33,True,941.33,5813.0,575.67,Brunswick South Primary School,991.1,448,Sydney Road Community School,646.78,447
ID941912333,10 Boronia St,BENTLEIGH EAST,1698888.0,h,22/08/2016,4,2.0,2.0,598.0,13.0,-37.9138,145.0774,19917,1775.42,29.35,True,925.67,4701.33,308.67,Coatesville Primary School,773.77,271,South Oakleigh Secondary College,1441.98,not ranked
ID701504620,14 Hollsmoor Rd,CAMBERWELL,2155000.0,h,24/09/2016,3,1.0,1.0,891.0,99.0,-37.8408,145.0905,19850,1360.37,26.67,False,3703.67,18944.0,2039.33,St Dominic's School,622.17,82,Siena College Ltd,1056.77,not ranked
ID977642374,13 Gowanbrae Dr,GOWANBRAE,970000.0,h,29/04/2017,4,2.0,3.0,737.0,9.0,-37.7088,144.8938,20032,2116.51,36.0,False,1841.67,9184.67,533.33,Glenroy West Primary School,1346.16,not ranked,Gladstone Park Secondary College,2145.04,not ranked
ID295262279,4/34 Rochester Rd,CANTERBURY,722000.0,u,12/11/2016,2,1.0,1.0,0.0,54.0,-37.8205,145.0828,19893,464.75,23.77,True,3703.67,18944.0,2039.33,Fintona Girls' School,633.2,5,Fintona Girls' School,633.2,not ranked
ID666324182,154 Abbott St,SANDRINGHAM,850000.0,h,8/07/2017,4,3.0,2.0,709.0,2.0,-37.95095,145.02096,19948,1441.09,33.5,False,101.67,251.33,18.67,Sandringham East Primary School,646.06,295,Sandringham College,666.42,304
ID313270292,3/20 Orange Gr,BALACLAVA,416000.0,u,18/06/2016,2,1.0,1.0,0.0,59.0,-37.8678,144.9966,19956,330.04,17.5,False,1654.0,9119.67,550.0,Yeshivah College,330.7,388,Yeshivah College,330.7,63
ID671725053,7a Woorigoleen Rd,TOORAK,2650000.0,t,10/09/2016,3,3.0,2.0,0.0,19.0,-37.8428,145.0171,19946,930.9,18.21,False,584.33,2731.67,211.67,St Catherine's School,621.04,117,St Catherine's School,621.04,35
ID350187564,100 Faraday St,CARLTON,1010000.0,h,18/03/2017,2,1.0,0.0,101.0,139.0,-37.7989,144.9713,19843,1360.35,6.1,False,101.33,253.67,33.0,Carlton Primary School,374.66,not ranked,Academy of Mary Immaculate,601.32,144
ID295631132,604/353 Napier St,FITZROY,830000.0,u,8/07/2017,2,2.0,1.0,4421.0,8.0,-37.79721,144.98073,19975,1226.26,13.24,False,330.33,1855.0,82.0,Fitzroy Primary School,275.1,not ranked,Academy of Mary Immaculate,912.59,144
ID446680465,3/18 Balmoral St,ESSENDON,440000.0,u,6/05/2017,2,1.0,1.0,921.0,54.0,-37.749,144.9067,20037,1143.66,24.0,False,330.33,1855.0,82.0,St Therese's School,395.13,387,Buckley Park College,814.76,123
ID389888993,3/37 Atkins St,KEW,672000.0,t,17/09/2016,2,1.0,1.0,0.0,39.0,-37.8094,145.0446,19903,1451.06,17.9,False,271.67,771.67,74.0,Ruyton Girls' School,513.23,54,Ruyton Girls' School,513.23,5
ID283506725,1 Ashdown Ct,LALOR,671000.0,h,26/08/2017,3,1.0,2.0,418.0,89.0,-37.66349,145.03391000000005,20005,1280.23,45.22,True,1360.67,6408.67,691.67,Lalor North Primary School,479.3,not ranked,Lalor North Secondary College,303.7,not ranked
ID867859870,5 Gretel Pl,BERWICK,690000.0,h,24/06/2017,3,2.0,2.0,703.0,39.0,-38.03062,145.35951,19883,1627.2,62.0,False,59.0,124.0,5.33,St Michael's School,631.09,155,Berwick Secondary College,526.94,245
ID551615369,4 Kelvin Gr,THORNBURY,944000.0,h,12/06/2016,2,1.0,1.0,185.0,119.0,-37.76300000000001,145.0025,20015,494.49,23.3,False,2403.67,5212.33,586.67,Wales Street Primary School,581.48,175,Santa Maria College,818.85,137
ID624965681,27 Holloway Cl,SUNBURY,455000.0,h,17/06/2017,3,1.0,6.0,639.0,29.0,-37.56291,144.72848,15351,1804.13,45.75,False,1479.33,4398.67,502.0,Kismet Park Primary School,260.58,not ranked,Sunbury College,1265.68,424
ID126553935,19 Davey Rd,MONTMORENCY,1160000.0,h,27/05/2017,3,2.0,1.0,1125.0,64.0,-37.71541,145.11666,19986,427.78,43.9,False,1471.0,7759.67,779.67,Montmorency Primary School,501.43,360,Montmorency Secondary College,306.88,not ranked
ID637847200,2/3 Rotherwood Rd,IVANHOE EAST,535000.0,u,3/06/2017,2,1.0,1.0,0.0,89.0,-37.77127,145.0499,19933,474.17,26.06,False,92.33,260.0,36.67,Ivanhoe Grammar School,496.89,150,Ivanhoe Grammar School,496.89,57
ID454799435,36 Meek St,BRIGHTON,2140000.0,h,8/04/2017,3,2.0,2.0,393.0,139.0,-37.902,144.9922,19952,968.79,24.5,False,2897.33,11243.0,942.0,Firbank Grammar School,619.01,24,Firbank Grammar School,619.01,29
ID282054180,50 Bedford St,AIRPORT WEST,770000.0,h,4/03/2017,3,2.0,1.0,0.0,54.0,-37.7203,144.8755,20033,4060.57,34.0,False,1214.67,5603.67,375.33,St Christopher's School,670.63,274,Penleigh & Essendon Grammar School,1395.66,not ranked
ID342977832,55 Alpine Gr,PASCOE VALE,980000.0,h,19/08/2017,3,1.0,1.0,546.0,69.0,-37.72208,144.93714,20034,1246.16,31.0,False,705.33,5479.67,335.0,Westbreen Primary School,660.86,321,Pascoe Vale Girls Secondary College,523.06,not ranked
ID788400785,66 Clyde St,ST KILDA,1365000.0,h,26/07/2016,2,1.0,1.0,361.0,109.0,-37.8646,144.98,19956,1306.13,17.5,False,1363.67,6287.67,564.33,St Kilda Park Primary School,747.26,73,Yesodei HaTorah College,1008.14,38
ID252881965,9 Ernst St,DONCASTER,1474000.0,h,22/08/2016,3,2.0,2.0,753.0,12.0,-37.7753,145.1114,19935,4902.36,29.82,False,1566.67,8895.33,491.0,St Gregory the Great School,1124.5,174,Templestowe College,1299.53,307
ID782479560,706/30 St Andrews Pl,EAST MELBOURNE,1400000.0,u,8/10/2016,2,2.0,1.0,0.0,129.0,-37.8118,144.9762,19843,300.94,6.1,False,97.67,243.0,33.0,Sacred Heart School,1104.53,66,Holmes Secondary College,383.67,277
